recorte,ano,mes,chuva_media_mm,mediana_mm,min_mm,max_mm,p90_mm,area_seca_pct,pixels
"Sub-bacia Guaporé",2001,11,190.8,192.4,38.3,308.6,245.4,0.0,11467
"Sub-bacia Guaporé",2001,12,185.1,182.5,34.6,408.3,297.4,0.0,11467
"Sub-bacia Guaporé",2002,01,149.4,145.4,28.1,312.8,245.5,0.0,11467
"Sub-bacia Guaporé",2002,02,229.2,228.2,138.4,356.9,266.7,0.0,11467
"Sub-bacia Guaporé",2002,03,133.2,127.1,41.6,279.1,216.0,0.0,11467
"Sub-bacia Guaporé",2002,04,97.9,88.3,18.9,243.4,174.3,0.3,11467
"Sub-bacia Guaporé",2002,05,76.9,75.4,11.7,175.2,111.8,4.3,11467
"Sub-bacia Guaporé",2002,06,12.5,10.0,3.6,62.9,22.9,91.6,11467
"Sub-bacia Guaporé",2002,07,22.5,21.1,4.8,66.4,33.9,64.6,11467
"Sub-bacia Guaporé",2002,08,56.4,57.5,4.1,134.6,86.8,12.6,11467
"Sub-bacia Guaporé",2002,09,40.6,38.5,5.2,127.7,61.3,11.7,11467
"Sub-bacia Guaporé",2002,10,76.2,64.3,13.7,206.9,136.0,3.4,11467
"Sub-bacia Guaporé",2002,11,105.2,94.5,27.0,240.2,159.6,0.0,11467
"Sub-bacia Guaporé",2002,12,196.5,203.8,36.0,405.3,278.6,0.0,11467
"Sub-bacia Guaporé",2003,01,194.6,192.5,58.4,408.1,259.5,0.0,11467
"Sub-bacia Guaporé",2003,02,167.9,168.0,48.0,337.1,241.9,0.0,11467
"Sub-bacia Guaporé",2003,03,233.1,225.2,64.3,515.4,366.9,0.0,11467
"Sub-bacia Guaporé",2003,04,116.2,116.5,16.5,269.8,170.6,1.6,11467
"Sub-bacia Guaporé",2003,05,55.4,55.0,6.1,125.9,79.0,4.6,11467
"Sub-bacia Guaporé",2003,06,32.0,29.5,4.2,82.1,52.2,39.7,11467
"Sub-bacia Guaporé",2003,07,10.5,10.0,0.7,25.8,16.4,100.0,11467
"Sub-bacia Guaporé",2003,08,33.5,28.2,4.1,106.6,56.1,34.4,11467
"Sub-bacia Guaporé",2003,09,76.3,73.0,5.6,194.9,115.0,4.3,11467
"Sub-bacia Guaporé",2003,10,123.4,123.4,31.1,251.1,176.0,0.0,11467
"Sub-bacia Guaporé",2003,11,113.1,106.2,22.9,277.3,161.0,0.0,11467
"Sub-bacia Guaporé",2003,12,187.7,182.3,92.3,353.0,264.5,0.0,11467
"Sub-bacia Guaporé",2004,01,260.9,267.2,31.0,522.0,417.6,0.0,11467
"Sub-bacia Guaporé",2004,02,200.1,198.6,52.4,357.2,292.0,0.0,11467
"Sub-bacia Guaporé",2004,03,128.5,113.1,46.7,343.0,218.0,0.0,11467
"Sub-bacia Guaporé",2004,04,96.5,95.3,9.1,223.5,157.5,4.9,11467
"Sub-bacia Guaporé",2004,05,47.3,46.6,6.9,140.3,64.2,5.1,11467
"Sub-bacia Guaporé",2004,06,41.8,33.1,4.2,138.9,85.7,42.4,11467
"Sub-bacia Guaporé",2004,07,25.2,23.1,2.1,69.5,41.2,58.9,11467
"Sub-bacia Guaporé",2004,08,13.8,10.8,3.1,94.9,23.3,90.6,11467
"Sub-bacia Guaporé",2004,09,43.8,43.4,6.7,109.6,67.6,16.6,11467
"Sub-bacia Guaporé",2004,10,112.8,116.8,11.8,194.4,152.1,2.1,11467
"Sub-bacia Guaporé",2004,11,172.0,176.0,42.6,275.4,221.6,0.0,11467
"Sub-bacia Guaporé",2004,12,222.2,214.6,70.4,409.4,318.1,0.0,11467
"Sub-bacia Guaporé",2005,01,222.4,229.7,49.2,393.3,299.3,0.0,11467
"Sub-bacia Guaporé",2005,02,170.4,159.3,42.8,363.7,259.0,0.0,11467
"Sub-bacia Guaporé",2005,03,160.7,142.5,42.1,423.5,315.1,0.0,11467
"Sub-bacia Guaporé",2005,04,77.4,76.3,22.6,167.0,116.3,0.0,11467
"Sub-bacia Guaporé",2005,05,70.5,64.2,8.4,177.0,114.1,2.9,11467
"Sub-bacia Guaporé",2005,06,25.7,16.2,3.9,90.9,56.3,63.0,11467
"Sub-bacia Guaporé",2005,07,13.5,11.9,0.7,50.9,23.4,91.5,11467
"Sub-bacia Guaporé",2005,08,19.3,17.7,3.9,53.6,33.6,74.4,11467
"Sub-bacia Guaporé",2005,09,61.0,61.8,8.7,116.0,79.5,4.4,11467
"Sub-bacia Guaporé",2005,10,134.4,133.2,25.8,318.1,190.3,0.0,11467
"Sub-bacia Guaporé",2005,11,150.8,151.7,35.0,258.7,192.6,0.0,11467
"Sub-bacia Guaporé",2005,12,241.0,227.9,79.1,478.1,355.5,0.0,11467
"Sub-bacia Guaporé",2006,01,302.6,308.4,66.3,525.5,408.8,0.0,11467
"Sub-bacia Guaporé",2006,02,222.5,213.4,64.9,454.7,341.4,0.0,11467
"Sub-bacia Guaporé",2006,03,185.3,164.7,64.9,397.6,293.0,0.0,11467
"Sub-bacia Guaporé",2006,04,120.5,122.9,36.1,253.5,167.9,0.0,11467
"Sub-bacia Guaporé",2006,05,39.1,24.7,6.5,169.6,84.7,50.9,11467
"Sub-bacia Guaporé",2006,06,20.7,14.2,3.7,82.6,47.2,72.7,11467
"Sub-bacia Guaporé",2006,07,17.1,15.4,1.7,49.4,30.5,81.2,11467
"Sub-bacia Guaporé",2006,08,25.7,25.4,4.4,62.3,39.0,48.9,11467
"Sub-bacia Guaporé",2006,09,68.4,69.1,8.7,140.9,94.8,4.0,11467
"Sub-bacia Guaporé",2006,10,152.8,156.5,31.2,283.0,223.7,0.0,11467
"Sub-bacia Guaporé",2006,11,115.9,109.9,25.3,251.2,191.3,0.0,11467
"Sub-bacia Guaporé",2006,12,233.5,240.7,78.3,405.9,295.9,0.0,11467
"Sub-bacia Guaporé",2007,01,249.8,250.0,65.1,407.7,329.0,0.0,11467
"Sub-bacia Guaporé",2007,02,234.2,241.2,82.6,392.3,320.4,0.0,11467
"Sub-bacia Guaporé",2007,03,173.9,171.5,45.4,405.4,262.3,0.0,11467
"Sub-bacia Guaporé",2007,04,95.4,96.1,22.7,245.3,153.2,0.1,11467
"Sub-bacia Guaporé",2007,05,52.7,51.2,12.5,111.3,74.8,3.9,11467
"Sub-bacia Guaporé",2007,06,8.0,6.3,2.5,27.8,14.8,99.7,11467
"Sub-bacia Guaporé",2007,07,28.4,25.3,1.3,107.6,45.4,49.0,11467
"Sub-bacia Guaporé",2007,08,8.4,7.6,3.1,21.6,12.7,100.0,11467
"Sub-bacia Guaporé",2007,09,31.0,28.2,5.0,119.3,51.0,41.3,11467
"Sub-bacia Guaporé",2007,10,129.8,140.1,21.0,332.2,196.9,1.1,11467
"Sub-bacia Guaporé",2007,11,216.8,217.8,38.6,376.3,281.2,0.0,11467
"Sub-bacia Guaporé",2007,12,222.8,224.0,88.4,433.0,319.4,0.0,11467
"Sub-bacia Guaporé",2008,01,342.3,338.9,71.2,577.1,433.5,0.0,11467
"Sub-bacia Guaporé",2008,02,184.3,183.6,59.9,353.6,261.4,0.0,11467
"Sub-bacia Guaporé",2008,03,229.1,233.9,69.9,443.5,326.2,0.0,11467
"Sub-bacia Guaporé",2008,04,97.9,96.5,30.0,246.1,145.2,0.0,11467
"Sub-bacia Guaporé",2008,05,41.0,40.3,6.3,115.8,61.4,15.2,11467
"Sub-bacia Guaporé",2008,06,11.4,9.9,4.5,36.9,18.1,96.8,11467
"Sub-bacia Guaporé",2008,07,13.2,10.6,1.1,47.9,24.4,91.1,11467
"Sub-bacia Guaporé",2008,08,28.8,28.1,5.2,86.3,47.6,43.6,11467
"Sub-bacia Guaporé",2008,09,27.5,25.2,3.7,92.5,50.9,49.7,11467
"Sub-bacia Guaporé",2008,10,116.0,121.5,19.1,201.0,160.8,0.6,11467
"Sub-bacia Guaporé",2008,11,114.9,111.0,34.8,213.7,159.2,0.0,11467
"Sub-bacia Guaporé",2008,12,226.2,210.3,63.7,452.1,352.6,0.0,11467
"Sub-bacia Guaporé",2009,01,197.8,202.4,36.4,429.8,303.9,0.0,11467
"Sub-bacia Guaporé",2009,02,244.2,248.2,49.0,436.1,336.4,0.0,11467
"Sub-bacia Guaporé",2009,03,236.0,238.1,38.3,451.6,348.5,0.0,11467
"Sub-bacia Guaporé",2009,04,135.3,135.2,29.1,304.8,219.8,0.0,11467
"Sub-bacia Guaporé",2009,05,64.5,60.9,11.0,156.6,98.8,2.5,11467
"Sub-bacia Guaporé",2009,06,29.4,27.3,4.5,95.2,49.9,44.8,11467
"Sub-bacia Guaporé",2009,07,34.5,29.5,1.2,118.9,62.1,34.9,11467
"Sub-bacia Guaporé",2009,08,30.5,29.1,5.7,81.7,48.4,34.0,11467
"Sub-bacia Guaporé",2009,09,44.0,38.9,4.2,130.8,75.6,19.0,11467
"Sub-bacia Guaporé",2009,10,99.1,103.6,17.1,206.4,144.8,2.1,11467
"Sub-bacia Guaporé",2009,11,134.5,132.9,23.6,347.0,210.2,0.0,11467
"Sub-bacia Guaporé",2009,12,189.8,187.9,65.8,331.6,269.2,0.0,11467
"Sub-bacia Guaporé",2010,01,256.1,262.9,28.6,539.6,352.1,0.0,11467
"Sub-bacia Guaporé",2010,02,217.4,218.1,61.0,409.7,317.8,0.0,11467
"Sub-bacia Guaporé",2010,03,142.0,122.5,32.4,385.5,263.7,0.0,11467
"Sub-bacia Guaporé",2010,04,35.6,32.9,3.8,121.9,64.6,37.2,11467
"Sub-bacia Guaporé",2010,05,46.8,47.4,8.7,126.1,67.6,14.8,11467
"Sub-bacia Guaporé",2010,06,7.5,6.2,2.5,25.0,12.3,100.0,11467
"Sub-bacia Guaporé",2010,07,16.0,13.1,1.0,61.9,30.9,83.7,11467
"Sub-bacia Guaporé",2010,08,13.0,11.6,4.0,50.5,21.3,93.4,11467
"Sub-bacia Guaporé",2010,09,39.5,37.0,4.6,96.3,66.0,20.0,11467
"Sub-bacia Guaporé",2010,10,101.7,102.8,9.1,221.3,160.9,4.1,11467
"Sub-bacia Guaporé",2010,11,126.7,117.6,20.3,282.4,195.6,0.1,11467
"Sub-bacia Guaporé",2010,12,146.8,141.8,37.3,299.6,238.2,0.0,11467
"Sub-bacia Guaporé",2011,01,256.8,263.2,36.9,453.8,351.9,0.0,11467
"Sub-bacia Guaporé",2011,02,237.1,230.0,106.6,459.8,336.5,0.0,11467
"Sub-bacia Guaporé",2011,03,173.8,167.7,27.4,452.9,304.2,0.0,11467
"Sub-bacia Guaporé",2011,04,96.2,87.9,10.6,259.4,163.4,2.7,11467
"Sub-bacia Guaporé",2011,05,24.4,21.2,5.5,67.6,41.4,61.2,11467
"Sub-bacia Guaporé",2011,06,15.1,15.3,4.4,37.1,23.6,93.2,11467
"Sub-bacia Guaporé",2011,07,19.2,14.1,1.7,64.9,38.9,68.8,11467
"Sub-bacia Guaporé",2011,08,18.0,15.9,3.6,81.4,29.9,80.0,11467
"Sub-bacia Guaporé",2011,09,41.9,39.9,3.9,121.9,70.5,17.2,11467
"Sub-bacia Guaporé",2011,10,98.5,100.9,11.2,202.6,138.5,3.3,11467
"Sub-bacia Guaporé",2011,11,144.8,149.1,19.2,282.3,214.0,0.2,11467
"Sub-bacia Guaporé",2011,12,202.9,196.6,67.6,416.3,302.7,0.0,11467
"Sub-bacia Guaporé",2012,01,237.1,252.4,39.1,395.4,332.0,0.0,11467
"Sub-bacia Guaporé",2012,02,261.9,266.8,74.8,470.1,361.1,0.0,11467
"Sub-bacia Guaporé",2012,03,144.7,132.5,39.4,378.5,237.4,0.0,11467
"Sub-bacia Guaporé",2012,04,132.2,138.8,37.6,271.5,191.1,0.0,11467
"Sub-bacia Guaporé",2012,05,89.8,85.6,8.2,216.3,133.2,3.7,11467
"Sub-bacia Guaporé",2012,06,40.6,34.0,5.0,135.4,76.2,31.8,11467
"Sub-bacia Guaporé",2012,07,13.5,10.9,1.4,50.2,26.6,88.9,11467
"Sub-bacia Guaporé",2012,08,15.1,13.7,3.8,60.6,26.7,86.9,11467
"Sub-bacia Guaporé",2012,09,52.4,53.0,4.1,111.9,76.3,11.5,11467
"Sub-bacia Guaporé",2012,10,85.3,81.6,12.8,207.6,140.5,11.9,11467
"Sub-bacia Guaporé",2012,11,165.0,161.3,53.3,331.4,212.8,0.0,11467
"Sub-bacia Guaporé",2012,12,195.4,201.1,44.0,388.1,292.3,0.0,11467
"Sub-bacia Guaporé",2013,01,203.8,205.1,33.7,439.4,316.8,0.0,11467
"Sub-bacia Guaporé",2013,02,199.0,206.5,28.4,391.7,314.4,0.0,11467
"Sub-bacia Guaporé",2013,03,143.9,123.9,20.5,372.6,288.2,0.1,11467
"Sub-bacia Guaporé",2013,04,91.3,86.2,15.6,205.6,133.6,1.1,11467
"Sub-bacia Guaporé",2013,05,64.7,65.7,9.0,120.4,85.4,2.8,11467
"Sub-bacia Guaporé",2013,06,63.6,58.1,5.9,170.5,105.3,5.1,11467
"Sub-bacia Guaporé",2013,07,12.3,11.6,0.7,36.2,18.5,97.7,11467
"Sub-bacia Guaporé",2013,08,25.2,23.5,4.2,86.9,40.6,56.1,11467
"Sub-bacia Guaporé",2013,09,45.7,43.4,8.2,116.9,73.1,11.2,11467
"Sub-bacia Guaporé",2013,10,144.9,156.8,18.5,285.6,210.8,1.4,11467
"Sub-bacia Guaporé",2013,11,130.1,107.7,14.4,335.0,249.4,3.1,11467
"Sub-bacia Guaporé",2013,12,206.3,200.7,45.2,508.2,319.5,0.0,11467
"Sub-bacia Guaporé",2014,01,180.1,140.5,30.1,509.1,345.9,0.0,11467
"Sub-bacia Guaporé",2014,02,243.0,243.9,46.8,417.4,336.4,0.0,11467
"Sub-bacia Guaporé",2014,03,265.8,254.4,57.2,510.3,416.4,0.0,11467
"Sub-bacia Guaporé",2014,04,81.9,68.5,14.0,279.1,153.3,11.0,11467
"Sub-bacia Guaporé",2014,05,119.6,126.2,6.9,276.2,156.8,3.1,11467
"Sub-bacia Guaporé",2014,06,30.4,28.7,4.2,79.0,45.1,29.9,11467
"Sub-bacia Guaporé",2014,07,21.9,18.8,1.0,68.5,39.2,66.4,11467
"Sub-bacia Guaporé",2014,08,12.0,8.4,3.2,83.5,23.4,90.7,11467
"Sub-bacia Guaporé",2014,09,71.9,68.1,9.3,191.4,115.0,6.2,11467
"Sub-bacia Guaporé",2014,10,90.3,81.1,14.1,247.2,162.0,4.3,11467
"Sub-bacia Guaporé",2014,11,191.2,193.5,31.1,368.4,264.0,0.0,11467
"Sub-bacia Guaporé",2014,12,149.7,139.8,39.4,314.7,246.5,0.0,11467
"Sub-bacia Guaporé",2015,01,234.6,242.6,30.4,489.5,380.1,0.0,11467
"Sub-bacia Guaporé",2015,02,173.1,179.4,53.5,291.6,242.7,0.0,11467
"Sub-bacia Guaporé",2015,03,186.4,187.3,26.6,422.6,324.1,0.0,11467
"Sub-bacia Guaporé",2015,04,126.3,122.2,22.0,267.3,206.0,0.1,11467
"Sub-bacia Guaporé",2015,05,101.6,106.7,5.9,188.5,144.0,4.8,11467
"Sub-bacia Guaporé",2015,06,15.9,14.3,3.7,62.8,27.3,86.1,11467
"Sub-bacia Guaporé",2015,07,33.3,30.6,1.9,115.6,68.4,43.2,11467
"Sub-bacia Guaporé",2015,08,17.3,14.2,3.1,60.8,31.9,78.8,11467
"Sub-bacia Guaporé",2015,09,43.1,40.7,3.3,115.2,71.9,15.5,11467
"Sub-bacia Guaporé",2015,10,64.9,67.5,8.3,152.6,101.9,14.4,11467
"Sub-bacia Guaporé",2015,11,105.7,90.7,13.9,255.5,200.7,7.8,11467
"Sub-bacia Guaporé",2015,12,144.5,154.3,34.5,248.8,202.9,0.0,11467
"Sub-bacia Guaporé",2016,01,229.6,241.9,29.7,388.6,294.8,0.0,11467
"Sub-bacia Guaporé",2016,02,172.4,186.2,22.5,396.0,304.7,0.2,11467
"Sub-bacia Guaporé",2016,03,139.6,134.4,16.2,384.1,282.5,2.7,11467
"Sub-bacia Guaporé",2016,04,99.5,107.6,15.3,217.4,150.1,3.3,11467
"Sub-bacia Guaporé",2016,05,33.6,32.9,8.2,72.2,48.1,24.7,11467
"Sub-bacia Guaporé",2016,06,12.8,11.9,4.1,41.2,19.6,97.6,11467
"Sub-bacia Guaporé",2016,07,8.3,7.9,0.8,22.8,12.3,100.0,11467
"Sub-bacia Guaporé",2016,08,39.0,38.5,4.2,103.2,52.8,8.8,11467
"Sub-bacia Guaporé",2016,09,55.4,55.3,5.5,118.3,79.2,7.2,11467
"Sub-bacia Guaporé",2016,10,99.2,105.9,10.2,212.5,156.6,5.4,11467
"Sub-bacia Guaporé",2016,11,156.1,146.7,20.8,302.4,236.3,0.1,11467
"Sub-bacia Guaporé",2016,12,181.3,199.4,36.9,359.5,278.2,0.0,11467
"Sub-bacia Guaporé",2017,01,184.3,193.2,35.2,339.8,266.0,0.0,11467
"Sub-bacia Guaporé",2017,02,183.4,184.0,73.7,297.4,248.0,0.0,11467
"Sub-bacia Guaporé",2017,03,219.5,213.1,76.8,411.0,337.9,0.0,11467
"Sub-bacia Guaporé",2017,04,119.4,121.1,27.6,247.5,171.2,0.0,11467
"Sub-bacia Guaporé",2017,05,82.8,79.6,11.9,178.8,115.8,2.6,11467
"Sub-bacia Guaporé",2017,06,10.4,9.9,3.1,34.0,15.8,99.4,11467
"Sub-bacia Guaporé",2017,07,7.5,7.3,0.8,22.5,10.6,100.0,11467
"Sub-bacia Guaporé",2017,08,46.4,45.3,3.7,172.6,82.0,26.5,11467
"Sub-bacia Guaporé",2017,09,35.6,28.7,5.9,124.2,69.6,44.0,11467
"Sub-bacia Guaporé",2017,10,100.4,103.0,15.5,184.5,138.5,1.9,11467
"Sub-bacia Guaporé",2017,11,154.8,159.2,15.2,309.6,248.5,0.4,11467
"Sub-bacia Guaporé",2017,12,248.4,233.2,54.4,626.1,415.5,0.0,11467
"Sub-bacia Guaporé",2018,01,233.8,251.0,45.5,535.6,339.6,0.0,11467
"Sub-bacia Guaporé",2018,02,193.2,220.8,22.1,385.1,311.9,0.1,11467
"Sub-bacia Guaporé",2018,03,149.9,140.1,16.6,365.2,283.3,0.4,11467
"Sub-bacia Guaporé",2018,04,77.9,59.3,11.7,238.3,163.6,11.4,11467
"Sub-bacia Guaporé",2018,05,58.9,59.8,8.2,128.1,85.6,4.1,11467
"Sub-bacia Guaporé",2018,06,32.4,30.9,5.4,72.0,51.8,38.0,11467
"Sub-bacia Guaporé",2018,07,11.1,10.3,1.4,36.3,17.7,99.1,11467
"Sub-bacia Guaporé",2018,08,48.2,48.9,5.4,114.5,67.8,9.5,11467
"Sub-bacia Guaporé",2018,09,77.8,77.8,7.5,166.5,116.6,5.3,11467
"Sub-bacia Guaporé",2018,10,148.4,142.2,26.9,312.9,232.7,0.0,11467
"Sub-bacia Guaporé",2018,11,187.4,190.3,17.4,347.1,264.9,0.1,11467
"Sub-bacia Guaporé",2018,12,178.2,166.5,45.5,387.4,284.3,0.0,11467
"Sub-bacia Guaporé",2019,01,204.5,215.4,26.4,385.8,305.8,0.0,11467
"Sub-bacia Guaporé",2019,02,184.7,188.9,37.7,343.3,297.8,0.0,11467
"Sub-bacia Guaporé",2019,03,166.6,173.3,40.5,363.1,268.0,0.0,11467
"Sub-bacia Guaporé",2019,04,180.5,186.0,57.3,353.6,257.5,0.0,11467
"Sub-bacia Guaporé",2019,05,67.3,67.9,10.3,133.2,95.2,2.5,11467
"Sub-bacia Guaporé",2019,06,32.7,29.5,5.3,99.4,59.7,41.7,11467
"Sub-bacia Guaporé",2019,07,14.0,11.5,3.0,72.7,23.5,91.5,11467
"Sub-bacia Guaporé",2019,08,21.6,19.6,3.6,77.8,38.5,71.7,11467
"Sub-bacia Guaporé",2019,09,35.5,28.6,5.3,121.4,76.7,42.9,11467
"Sub-bacia Guaporé",2019,10,76.3,68.7,4.1,188.7,137.3,7.1,11467
"Sub-bacia Guaporé",2019,11,178.5,181.5,39.1,343.7,249.3,0.0,11467
"Sub-bacia Guaporé",2019,12,219.8,205.6,38.9,411.9,349.1,0.0,11467
"Sub-bacia Guaporé",2020,01,206.6,214.5,34.4,407.2,293.2,0.0,11467
"Sub-bacia Guaporé",2020,02,219.4,224.8,80.0,365.5,289.8,0.0,11467
"Sub-bacia Guaporé",2020,03,129.5,112.2,33.1,304.6,215.2,0.0,11467
"Sub-bacia Guaporé",2020,04,62.8,57.0,9.9,162.5,100.7,1.5,11467
"Sub-bacia Guaporé",2020,05,85.4,82.2,6.8,170.4,119.5,2.6,11467
"Sub-bacia Guaporé",2020,06,25.1,18.8,4.0,114.6,51.6,63.4,11467
"Sub-bacia Guaporé",2020,07,16.0,13.6,1.6,50.7,30.4,80.6,11467
"Sub-bacia Guaporé",2020,08,37.2,23.8,4.5,146.3,91.1,52.3,11467
"Sub-bacia Guaporé",2020,09,32.5,25.2,3.4,192.4,65.0,49.8,11467
"Sub-bacia Guaporé",2020,10,66.2,52.6,5.6,255.0,122.3,10.3,11467
"Sub-bacia Guaporé",2020,11,92.3,90.5,25.2,212.9,125.4,0.0,11467
"Sub-bacia Guaporé",2020,12,220.2,226.8,54.7,416.8,324.6,0.0,11467
"Sub-bacia Guaporé",2021,01,245.6,253.2,67.9,394.3,301.0,0.0,11467
"Sub-bacia Guaporé",2021,02,205.3,204.3,56.6,385.1,314.9,0.0,11467
"Sub-bacia Guaporé",2021,03,189.4,188.4,29.6,382.7,267.7,0.0,11467
"Sub-bacia Guaporé",2021,04,152.8,156.2,39.1,302.2,221.3,0.0,11467
"Sub-bacia Guaporé",2021,05,45.6,43.6,9.2,101.5,65.6,5.0,11467
"Sub-bacia Guaporé",2021,06,28.1,26.0,3.8,81.6,50.9,48.4,11467
"Sub-bacia Guaporé",2021,07,6.8,5.6,0.9,22.5,12.4,100.0,11467
"Sub-bacia Guaporé",2021,08,22.8,17.9,4.2,80.0,45.2,67.9,11467
"Sub-bacia Guaporé",2021,09,31.7,26.4,3.6,105.9,61.1,46.1,11467
"Sub-bacia Guaporé",2021,10,81.0,77.8,13.5,182.7,124.7,4.0,11467
"Sub-bacia Guaporé",2021,11,227.9,236.2,29.9,422.6,345.6,0.0,11467
"Sub-bacia Guaporé",2021,12,312.8,303.9,101.9,636.8,462.6,0.0,11467
"Sub-bacia Guaporé",2022,01,169.7,176.8,18.9,319.7,264.8,0.3,11467
"Sub-bacia Guaporé",2022,02,201.8,203.1,31.3,385.8,300.3,0.0,11467
"Sub-bacia Guaporé",2022,03,217.0,194.4,23.6,449.7,380.7,0.0,11467
"Sub-bacia Guaporé",2022,04,56.1,50.0,13.2,167.4,94.1,4.9,11467
"Sub-bacia Guaporé",2022,05,35.8,26.8,6.6,128.3,69.0,46.1,11467
"Sub-bacia Guaporé",2022,06,39.7,38.9,4.8,133.6,56.5,9.3,11467
"Sub-bacia Guaporé",2022,07,10.3,7.4,1.0,61.1,20.4,94.4,11467
"Sub-bacia Guaporé",2022,08,45.3,43.1,4.4,139.4,69.0,9.8,11467
"Sub-bacia Guaporé",2022,09,50.7,43.5,7.3,148.3,98.6,23.2,11467
"Sub-bacia Guaporé",2022,10,119.5,100.2,14.2,273.1,212.8,2.8,11467
"Sub-bacia Guaporé",2022,11,72.2,65.1,8.4,202.4,113.5,6.0,11467
"Sub-bacia Guaporé",2022,12,217.9,227.9,53.4,365.6,289.8,0.0,11467
"Sub-bacia Guaporé",2023,01,232.5,231.6,37.6,473.8,312.6,0.0,11467
"Sub-bacia Guaporé",2023,02,180.8,181.9,89.5,331.1,216.7,0.0,11467
"Sub-bacia Guaporé",2023,03,281.3,282.3,139.1,567.3,336.5,0.0,11467
"Sub-bacia Guaporé",2023,04,129.9,132.9,34.0,289.6,185.1,0.0,11467
"Sub-bacia Guaporé",2023,05,74.9,72.0,8.0,180.4,102.4,2.1,11467
"Sub-bacia Guaporé",2023,06,23.9,20.3,4.6,76.3,40.8,64.0,11467
"Sub-bacia Guaporé",2023,07,5.9,5.4,0.7,17.8,9.3,100.0,11467
"Sub-bacia Guaporé",2023,08,27.1,24.4,6.9,86.7,41.1,52.3,11467
"Sub-bacia Guaporé",2023,09,58.1,52.4,5.4,189.9,103.2,10.5,11467
"Sub-bacia Guaporé",2023,10,61.7,55.2,6.6,137.9,106.9,6.7,11467
"Sub-bacia Guaporé",2023,11,103.6,100.9,15.8,246.3,163.3,0.3,11467
"Sub-bacia Guaporé",2023,12,178.0,179.4,68.0,336.6,229.5,0.0,11467
"Sub-bacia Guaporé",2024,01,194.1,197.5,21.6,491.4,311.4,0.1,11467
"Sub-bacia Guaporé",2024,02,189.2,183.8,40.9,390.9,302.7,0.0,11467
"Sub-bacia Guaporé",2024,03,174.6,175.6,30.9,422.6,274.5,0.0,11467
"Sub-bacia Guaporé",2024,04,112.1,105.9,21.8,321.1,172.9,0.0,11467
"Sub-bacia Guaporé",2024,05,32.9,29.2,5.1,88.5,53.3,38.5,11467
"Sub-bacia Guaporé",2024,06,7.4,6.3,2.3,26.3,13.0,100.0,11467
"Sub-bacia Guaporé",2024,07,6.5,5.3,0.9,28.8,11.4,99.9,11467
"Sub-bacia Guaporé",2024,08,14.5,14.0,3.0,41.6,22.7,93.2,11467
"Sub-bacia Guaporé",2024,09,37.2,37.3,6.1,83.3,53.7,15.9,11467
"Sub-bacia Guaporé",2024,10,113.1,110.6,16.5,269.6,159.7,0.9,11467
"Sub-bacia Guaporé",2024,11,214.4,214.8,23.6,438.6,311.9,0.0,11467
"Sub-bacia Guaporé",2024,12,166.3,166.1,56.4,324.5,223.7,0.0,11467
"Sub-bacia Guaporé",2025,01,297.0,317.4,46.9,571.4,422.9,0.0,11467
"Sub-bacia Guaporé",2025,02,230.3,226.4,59.3,416.2,338.3,0.0,11467
"Sub-bacia Guaporé",2025,03,210.5,205.4,99.6,371.4,279.7,0.0,11467
"Sub-bacia Guaporé",2025,04,119.9,117.2,40.8,269.9,167.4,0.0,11467
"Sub-bacia Guaporé",2025,05,71.2,73.4,20.8,138.4,98.4,0.3,11467
"Sub-bacia Guaporé",2025,06,12.6,10.7,3.4,45.2,22.7,93.8,11467
"Sub-bacia Guaporé",2025,07,7.1,6.5,0.9,22.7,11.5,100.0,11467
"Sub-bacia Guaporé",2025,08,20.1,17.7,4.9,58.2,35.4,75.2,11467
"Sub-bacia Guaporé",2025,09,34.0,31.1,10.4,119.2,53.7,28.8,11467
"Sub-bacia Guaporé",2025,10,134.0,126.1,51.2,269.0,201.8,0.0,11467
"Sub-bacia Guaporé",2025,11,170.2,167.5,28.7,324.0,233.4,0.0,11467
"Sub-bacia Guaporé",2025,12,314.4,323.2,86.6,605.2,469.0,0.0,11467
"Sub-bacia Guaporé",2026,01,176.5,171.3,36.0,386.7,277.7,0.0,11467
"Sub-bacia Guaporé",2026,02,194.7,191.5,75.0,348.2,272.5,0.0,11467
"Sub-bacia Guaporé",2026,03,218.5,219.9,62.7,387.2,281.1,0.0,11467
"Sub-bacia Guaporé",2026,04,258.4,263.8,38.2,619.1,417.7,0.0,11467
"Sub-bacia Guaporé",2026,05,41.4,42.5,7.7,79.9,54.9,10.2,11467
"Sub-bacia Guaporé",2026,06,30.1,26.0,6.8,78.6,54.9,48.0,11467
"Sub-bacia Madeira",1981,01,250.6,248.3,212.5,316.0,272.1,0.0,326
"Sub-bacia Madeira",1981,02,238.2,236.6,181.6,302.0,272.6,0.0,326
"Sub-bacia Madeira",1981,03,259.5,258.7,225.6,303.8,277.9,0.0,326
"Sub-bacia Madeira",1981,04,222.3,219.1,165.4,319.8,266.3,0.0,326
"Sub-bacia Madeira",1981,05,88.2,87.9,53.9,127.2,108.5,0.0,326
"Sub-bacia Madeira",1981,06,23.6,25.6,12.3,38.5,28.2,40.8,326
"Sub-bacia Madeira",1981,07,12.7,12.9,6.9,19.6,16.2,100.0,326
